# suite=spinel corpus=1819 ruby="ruby 4.0.5 (2026-05-20 revision 64336ffd0e) +PRISM [arm64-darwin25]" spinel-rs=a528f8b
# FAIL_COMPILE=104 FAIL_OUTPUT=599 FAIL_RUN=1 FAIL_RUSTC=9 PASS=1104 TIMEOUT_RUN=2
data_define	FAIL_COMPILE	compile	unknown-class
data_reopen_reader	FAIL_COMPILE	compile	toplevel-node-in-expr
data_super_kwarg	FAIL_COMPILE	compile	auto-5c727403
data_with	FAIL_COMPILE	compile	unknown-class
data_with_poly_member_coerce	FAIL_COMPILE	compile	unknown-class
default_arg_find_block	PASS	-	-
default_arg_ivar_module_subclass	PASS	-	-
default_arg_ivar_value_receiver	PASS	-	-
default_args	PASS	-	-
default_nil_param_with_str_return	PASS	-	-
define_singleton_method_literal	FAIL_OUTPUT	expect	missing-builtin-method
defined_classification	FAIL_OUTPUT	expect	-
defined_const_fallback	FAIL_COMPILE	compile	unknown-class
defined_globals_methods	FAIL_OUTPUT	expect	-
defined_guard_dead_branch	FAIL_COMPILE	compile	unknown-class
defined_op	FAIL_OUTPUT	expect	-
defined_yield_no_block	FAIL_OUTPUT	expect	-
destructure_splat_underflow	PASS	-	-
destructure_typed_ptr_array_return	PASS	-	-
dir_entries_children	PASS	-	-
dir_exist	PASS	-	-
dir_glob_recursive	PASS	-	-
dir_methods	PASS	-	-
dispatch_unused_param_nil	PASS	-	-
dotdotdot_leading_param_forward	PASS	-	-
double_splat_kwargs	PASS	-	-
dynamic_class_new	PASS	-	-
dynamic_is_a	PASS	-	-
dynamic_send	PASS	-	-
each_cons_block_destructure	PASS	-	-
each_cons_map_types	PASS	-	-
each_cons_with_index_map_no_double_gets	PASS	-	-
each_entry_reverse_each	PASS	-	-
each_return_value	PASS	-	-
each_slice_cons_enumerator	FAIL_OUTPUT	expect	-
each_slice_cons_to_a	PASS	-	-
each_slice_map	PASS	-	-
each_with_index_enumerator	PASS	-	-
each_with_index_filter_map	PASS	-	-
each_with_index_inject	PASS	-	-
each_with_index_terminals	PASS	-	-
each_with_index_to_h	PASS	-	-
each_with_object_hash_seed	PASS	-	-
each_with_object_memo	PASS	-	-
elsif_isa_chain	PASS	-	-
embedded_var	PASS	-	-
empty_array_dispatch	PASS	-	-
empty_array_local_arg_widen	FAIL_COMPILE	compile	spike-misc
empty_array_loop_intermediate_push	PASS	-	-
empty_array_param	PASS	-	-
empty_array_push_container_elem	PASS	-	-
empty_array_push_ptr	FAIL_OUTPUT	expect	missing-builtin-method
empty_hash_arg_param_widen	PASS	-	-
empty_hash_const_value	PASS	-	-
empty_hash_int_int_no_widen	PASS	-	-
empty_hash_int_int_promote	PASS	-	-
empty_hash_int_key_narrowing	PASS	-	-
empty_hash_method_return	FAIL_OUTPUT	expect	missing-builtin-method
empty_hash_poly_keys	PASS	-	-
empty_hash_receiver_call	PASS	-	-
empty_hash_takes_return_type	PASS	-	-
empty_int_array_min_max	PASS	-	-
empty_literal_receiver	PASS	-	-
empty_method_returns_nil	PASS	-	-
empty_symbol_literal	PASS	-	-
encoding_constant_compare	FAIL_COMPILE	compile	unknown-class
endless_method	PASS	-	-
endless_method_rescue	PASS	-	-
ensure_runs_on_return	PASS	-	-
enum_chain_splat_sliceb_wave6	FAIL_COMPILE	compile	splat
enum_chain_with_index_object	PASS	-	-
enum_for_each	PASS	-	-
enum_terminal_chunk_zip_lazy	FAIL_OUTPUT	expect	auto-03f2cac6
enum_with_index_map	PASS	-	-
enum_with_index_value	PASS	-	-
enum_with_object	PASS	-	-
enumerable_chain_more	FAIL_OUTPUT	expect	missing-builtin-method
enumerable_methods	PASS	-	-
enumerable_to_set_param	FAIL_OUTPUT	expect	missing-builtin-method
enumerable_via_each	FAIL_OUTPUT	expect	missing-builtin-method
enumerator_bare_yield	PASS	-	-
enumerator_block_driving	PASS	-	-
enumerator_external	PASS	-	-
enumerator_feed_result	FAIL_OUTPUT	expect	missing-builtin-method
enumerator_generator_capture	PASS	-	-
enumerator_generator_each	PASS	-	-
enumerator_generator_lazy	FAIL_COMPILE	compile	spike-misc
enumerator_lazy	FAIL_OUTPUT	expect	missing-builtin-method
enumerator_new	PASS	-	-
enumerator_ops	FAIL_OUTPUT	expect	missing-builtin-method
enumerator_produce	FAIL_OUTPUT	expect	missing-builtin-method
enumerator_range	PASS	-	-
enumerator_result_source	FAIL_OUTPUT	expect	-
enumerator_size	FAIL_OUTPUT	expect	auto-d453bd61
enumerator_to_a	PASS	-	-
enumerator_wave10	FAIL_OUTPUT	expect	missing-builtin-method
enumerator_with_index_gc	PASS	-	-
env_key_p	PASS	-	-
env_nil_string_to_s	PASS	-	-
env_string_inference	PASS	-	-
eq_string_vs_int	PASS	-	-
eql_equal	PASS	-	-
eql_on_chain_result	PASS	-	-
error_protocol_edges	FAIL_OUTPUT	expect	auto-3e862739
escaping_block_captures_self	PASS	-	-
escaping_proc_captures_value_self	PASS	-	-
exc_frame_break_next_pops	FAIL_COMPILE	compile	spike-misc
exc_frame_early_return_pops	PASS	-	-
exception_backtrace_empty	FAIL_OUTPUT	expect	missing-builtin-method
exception_backtrace_wired	FAIL_OUTPUT	expect	missing-builtin-method
exception_cause	FAIL_OUTPUT	expect	missing-builtin-method
exception_class_array_inspect	PASS	-	-
exception_class_constants	FAIL_OUTPUT	expect	missing-builtin-method
exception_class_new	PASS	-	-
exception_detailed_message	FAIL_OUTPUT	expect	missing-builtin-method
exception_message_override	PASS	-	-
exception_namespaced_default_message	PASS	-	-
exception_object_methods	FAIL_OUTPUT	expect	missing-builtin-method
exception_real_objects	FAIL_OUTPUT	expect	missing-builtin-method
exception_subclass_custom_method	PASS	-	-
exception_subclass_ivar	PASS	-	-
exception_subclass_ivar_reraise	PASS	-	-
exception_subclass_raise_2arg	PASS	-	-
exception_subclass_result_slot	PASS	-	-
exception_super_interpolated_message	PASS	-	-
exception_super_message	PASS	-	-
exception_user_subclass	PASS	-	-
exception_value_parity	FAIL_COMPILE	compile	spike-misc
exit_poly_status	PASS	-	-
expr_retry_equal_curry_methodobj	FAIL_OUTPUT	expect	missing-builtin-method
extend_module	PASS	-	-
external_singleton_def	FAIL_COMPILE	compile	spike-misc
features	PASS	-	-
ffi_array_specs_decl	PASS	-	-
ffi_binstr_recv	FAIL_OUTPUT	expect	missing-builtin-method
ffi_binstr_ws_frame	FAIL_OUTPUT	expect	missing-builtin-method
ffi_buffer_reader	FAIL_OUTPUT	expect	missing-builtin-method
ffi_callback	FAIL_OUTPUT	expect	missing-builtin-method
ffi_cflags_fold_forms	FAIL_OUTPUT	expect	missing-builtin-method
ffi_const	FAIL_OUTPUT	expect	missing-core-const
ffi_const_leaf_collision	FAIL_OUTPUT	expect	missing-core-const
ffi_const_nested_module_path	FAIL_OUTPUT	expect	missing-core-const
ffi_foreign_ptr_gc	FAIL_OUTPUT	expect	missing-builtin-method
ffi_gem_compat	FAIL_COMPILE	compile	auto-2d0f16c6
ffi_int_arg_bigint	FAIL_OUTPUT	expect	missing-builtin-method
ffi_int_arg_poly_value	FAIL_OUTPUT	expect	missing-builtin-method
